page,category,proverb
90,ПРЫКАЗКІ І ПРЫМАЎКІ,"Радасць - весяліцца трэба, гора - памагаць трэба. 
Гэта правіла, закон чалавечага сужыцця."
90,ПРЫКАЗКІ І ПРЫМАЎКІ,"Радня да паўдня, а як сонца зайдзе, яе ніхто не найдзе. 
“Гэдык кажуць, як трапляюць у бяду. Радня суцешыць у бядзе колькі дзён, а табе гараваць гадамі” (тлум. інф.)."
90,ПРЫКАЗКІ І ПРЫМАЎКІ,Разумны дурному саступіць павінен.
90,ПРЫКАЗКІ І ПРЫМАЎКІ,"Разумны навучыць, а дурны памучыць."
90,ПРЫКАЗКІ І ПРЫМАЎКІ,"Разумны не скажа, а дурны не ўбачыць. 
“Разумны чалавек ні скажа, калі ўбачыць нейкую загану ў другім чалавеку, а дурны яе ні ўбачыць” (тлум. інф.)."
90,ПРЫКАЗКІ І ПРЫМАЎКІ,"Рана загоіцца, а ліхое слова не забудзецца."
90,ПРЫКАЗКІ І ПРЫМАЎКІ,"Ранак - панак. 
Раніцай праца асабліва плённая."
91,ПРЫКАЗКІ І ПРЫМАЎКІ,"Ранняя птушка дзюбку калупае, а позняя вочы прадзірае. 
Пакуль гультай прачнецца, руплівы чалавек ужо наробіцца. 
Рамяство за плячыма не носяць. 
Уменне ніколі не пашкодзіць, лішнім не будзе."
91,ПРЫКАЗКІ І ПРЫМАЎКІ,"Рука руку мые. 
“Так кажуць, калі бачаць, што хаўрусьнікі выгароджваюць адзін аднаго, пакрываюць ніпраўду” (тлум. інф.)."
91,ПРЫКАЗКІ І ПРЫМАЎКІ,"Рыба шукае, дзе глыбей, а чалавек, дзе ляпей. 
“Кажны чалавек імкнецца да лепшага” (тлум. інф.)."
91,ПРЫКАЗКІ І ПРЫМАЎКІ,"Рыба ў рацэ, а не ў руцэ. 
Кажуць таму, хто дужа самаўпэўнены і заўчасна радуецца поспеху."
91,ПРЫКАЗКІ І ПРЫМАЎКІ,"Рэдзька горка - усе ядуць, замуж кепскі - усе ідуць."
91,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сабака сабаку знае. 
“Свой свайго пазнае: які сам, такога й шукая” (тлум. інф.). 
а) Сабака сабаку не кусае, знае."
91,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сабака і той ласку любіць. 
Усё жывое на зямлі любіць ласку."
91,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сабаку сем вёрст не дарога. 
Калі чалавек прагне чагосьці, адлегласць яму не перашкодзіць."
91,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сава не ўродзіць сакала, а такога, як сама. 
Дзеці заўсёды падобныя да бацькоў, нават у хібах 1 заганах. Сам за парог, а язык за пірог. 
Пра нясцерпнае жаданне паласавацца пачастункам."
92,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сам сябе не хвалі, хай людзі пахваляць."
92,ПРЫКАЗКІ І ПРЫМАЎКІ,"Саступі дурню дарогу - Бог веку прыбавіць. 
“8 дурнём ні зьвязвайся, то здаравейшы будзяш” (тлум. інф.)."
92,ПРЫКАЗКІ І ПРЫМАЎКІ,"Свайго розуму нікому не ўставіш. 
Цяжка змусіць іншага жыць так, як ты лічыш правільным."
92,ПРЫКАЗКІ І ПРЫМАЎКІ,"Свату першая чарка і першая палка. 
“Сват запівая маладых, але атрымлівая карбунцоў, калі йіх жыцьцё ні складваяцца” (тлум. інф.). Карбўнцаў атрымаць - пытлю, прачуханца дастаць."
92,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сваю долю канём не аб'едзеш. 
Пра непазбежнасць лёсу."
92,ПРЫКАЗКІ І ПРЫМАЎКІ,"Свая матка, то галоўка гладка. 
“Свая маці дагледзіць, папесьціць” (тлум. інф.)."
92,ПРЫКАЗКІ І ПРЫМАЎКІ,"Свая ношка не цяжка. 
а) Свая сярмяжка нікому не цяжка."
92,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сваё дзіця не шчаня, за плот не выкінеш. 
“Якое б ні было дзіця, няхай сабе й шкодлівае, але ж твая крывінка, родная” (тлум. інф.)."
92,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сваё за плот валі, але хвалі. 
Так ушчуваюць таго, хто пагардліва ставіцца да свайго, роднага. 
а) Цыган за плот валіць, а сваё хваліць."
92,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сваё хвалі, але чужога не гань."
93,ПРЫКАЗКІ І ПРЫМАЎКІ,"Свая хатка як родная матка. 
“Усё любо, усё міло там, дзе нарадзіўся й вырас” (тлум. інф.)."
93,ПРЫКАЗКІ І ПРЫМАЎКІ,"Свет вялікі, а падзецца няма дзе. 
Так кажа чалавек, якога апанавалі няшчасці, ад якіх ён ніяк не можа пазбавіцца."
93,ПРЫКАЗКІ І ПРЫМАЎКІ,Свет не без добрых людзей.
93,ПРЫКАЗКІ І ПРЫМАЎКІ,Святы самі лезуць у хаты.
93,ПРЫКАЗКІ І ПРЫМАЎКІ,"Свіння не з'есць, пакуль не пакачае. 
Кажуць іранічна пра таго, у каго ежа выпала з рук."
93,ПРЫКАЗКІ І ПРЫМАЎКІ,"Свіння пройдзе і то рохне. 
Кажуць услед чалавеку, які не павітаўся."
93,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сем гадоў у папа і не ведала, што сука без хваста. 
Пра таго, хто не хоча ведаць, ігнаруе мясцовыя звычаі."
93,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сем разоў адмерай, адзін раз адрэж. Лушчык І.
, 1928
Перш чым пачаць нейкую справу, прадумай да дробязяў, як яе будзеш рабіць."
93,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сем разоў дагадзі, а адзін раз не дагадзі - і кепскі будзеш."
93,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сем разоў жаніўся - усё весяліўся, адзін раз будаваўся - і то падарваўся. 
Цяжкая, адказная справа - пабудова дома."
93,ПРЫКАЗКІ І ПРЫМАЎКІ,"“Даўней людзі былі набожныя, кажны прысьвяток сьвяткавалі” (тлум. інф.)."
94,ПРЫКАЗКІ І ПРЫМАЎКІ,"Семярым давала, з аднаго пытала. 
Пра распусную дзяўчыну."
94,ПРЫКАЗКІ І ПРЫМАЎКІ,"Скачы, уража, як пан кажа. 
“Як пачаў служыць уладзі, то будзеш рабіць, як скажуць, як загадаюць” (тлум. інф.)."
94,ПРЫКАЗКІ І ПРЫМАЎКІ,"Скоры паспех - людзям на смех. 
Усялякую працу трэба выконваць акуратна, не спяшаючыся."
94,ПРЫКАЗКІ І ПРЫМАЎКІ,"Скрыпучае дзерава доўга жыве. 
Часам хваравіты чалавек, які глядзіць самога сябе, жыве даўжэй за здаровага. “Скрыпучае дзераво перажыве й здаровае” (тлум. інф.)."
94,ПРЫКАЗКІ І ПРЫМАЎКІ,"Скупы два разы плоціць. 
Той, хто купляе няякасны, але танны тавар, урэшце прайграе, бо змушаны купляць ізноў."
94,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сілаю не будзеш мілаю. 
“Сілаю ні прымусіш любіць” (тлум. інф.)."
94,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сірату лаюць і б'юць, ды плакаць не даюць. 
Сірочая доля горкая."
94,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сірочы вянок - з белых квяток. 
“Нявесьці, у якой жывыя бацькі, у шлюбны вянок упляталі чырвоную стужку, сіраце - белую” (тлум. індф.)."
94,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сірочы хлеб горкі. 
“Кажны сірату куском папракае” (тлум. інф.)."
94,ПРЫКАЗКІ І ПРЫМАЎКІ,"Сірочыя слёзы дарма не прападаюць. 
Напамін пра тое, што крыўдзіць сірату - вялікі грэх."
95,ПРЫКАЗКІ І ПРЫМАЎКІ,"Слаба паеўшы, на азярод глянеш - і зноў есці хочацца. 
Азярод - прыстасаванне са слупоў і жэрдак для прасушвання снапоў, травы."
